order_id,customer_id,order_date,Amount
74,9213,17-11-2025,4038.45
75,9448,12-08-2025,5819.48
76,5123,19-02-2025,5533.9
77,5139,12/18/2024,4709.95
78,8777,05/07/2025,5164.25
45,8898,03-05-2025,2669.82
80,7617,2025-03-22,6604.0
81,5683,08/16/2025,1051.16
82,6231,07/08/2025,5936.21
83,9890,27-04-2025,9610.32
84,1326, 02/11/2025 ,8074.45
85,5979,02/26/2025,8623.57
86,6789,05/09/2025,3268.38
87,4674,28-11-2024,7828.41
88, 1163 ,16-07-2025,662.84
89,1266,09/18/2025,9149.02
90,2476,19-08-2025,7550.62
91,4558,09/21/2025,2876.13
92,3852, 2025-01-31 ,2848.87
93,7038,09/07/2025,4628.93
94,1638,12/03/2024,7221.56
47,3511,09-10-2025,7970.9
96,7876,2025-05-17,7000.88
97,7139,02/28/2025,7064.37
98, 3788 ,2025-09-02,4425.91
99,,2025-10-27,8087.0
100,8822, 03/03/2025 ,6096.15
101,5322, 10/30/2025 ,7649.47
102,2039,01-01-2025,6924.38
103, 9067 ,11-08-2025,1228.74
104,1562,21-06-2025,9858.47
105,8846,04/15/2025,N/A
106,1063,2024-12-14,2958.74
107,7362,12-08-2025,1930.02
108,3156, 20-09-2025 ,3224.79
109,7582,12/26/2024,2315.85
110,6184,11-04-2025,6261.17
111,7318,04/01/2025,5524.64
112, 1067 ,2025-05-13,4444.28
113,8845,2025-04-01,5705.3
114,4603,08/15/2025,6181.75
115,5014,17-08-2025,1157.7
116,3646,30-03-2025,1642.01
117,4144,22-08-2025,2731.09
, 4396 ,07-06-2025,N/A
119,7581,17-01-2025,1874.11
120,8399,2025-04-04,175.21
121,8223,02/21/2025,2320.53
122,9754,12/11/2024,341.63
123,7828,01/31/2025,4060.27
124,6812,2025-10-18,9949.17
125,6505, 24-12-2024 ,2978.64
126,4196,07/28/2025,3827.83
127, 4393 ,2025-09-11,8278.27
128, 6266 ,04-05-2025,5301.42
129,7893, 2025-11-28 ,3291.46
130,5869,07/20/2025,6446.17
131,3320, 12-09-2025 ,3594.27
132,1168,2025-01-11,539.45
133,1763,27-11-2025,4512.81
134,8231,02/15/2025,601.49
135,6593, 31-10-2025 ,1402.56
136,5298,11/25/2025,2221.08
137,7152,06/14/2025,7505.32
138,9873,2025-11-10,6407.29
27,9911,28-11-2024,8577.16
140,5456,07/04/2025,2223.46
141,9777,07-10-2025,2130.11
,4469,12/01/2024,263.09
143,4894,09-07-2025,5952.5
144,9092, 2024-12-10 ,N/A
120,8399,2025-04-04,175.21
146,4811,06/16/2025,N/A
147,1694,2025-04-24,126.8
148,9920,10/14/2025,742.94
149, 8818 ,11/06/2025,3578.51
150, 3547 ,2025-08-21,N/A
151,4907,07/05/2025,552.77
42,9646,2024-11-28,6421.99
153,9486,06/21/2025,N/A
154, 6516 ,2025-06-04,868.18
,7646,12/14/2024,7049.16
156,4629,2025-05-03,2739.03
157,9539,12/01/2024,6011.61
158,9861,02-07-2025,2533.71
159,9181,2025-05-12,1983.24
160,2666,09/30/2025,9204.69
161, 2637 ,10/08/2025,9647.07
162,9004,2025-10-19,8135.53
163,9191,2025-03-16,9937.28
164,2944,2025-09-20,6621.88
165,4937,2024-12-10,3324.02
166,1517,2025-03-28,5206.5
167,4584, 08/07/2025 ,9720.56
168,6977,03/01/2025,9067.94
169,2667, 06/02/2025 ,3482.65
170,7711,07/26/2025,4262.84
171,2101,01/19/2025,2932.26
172,8804,2025-09-25,6298.7
173,,2024-12-09,8743.27
174,4255, 2025-01-31 ,2676.86
175,3176,07/27/2025,8983.46
176,,06-11-2025,3624.52
177, 5973 ,2025-08-21,9473.07
178,2923,2025-06-18,7763.48
179,3538,02/14/2025,7618.86
180,1792, 06-05-2025 ,2759.14
181,3574,08-04-2025,3918.84
182,3114,01/28/2025,5697.52
183,6420,13-11-2025,9488.31
184,2316,29-01-2025,6762.53
185,1411,12/22/2024,9155.3
186,2088,10/02/2025,6183.01
187, 3834 ,09/30/2025,6009.79
188,1987,28-11-2025,6838.45
189,6855,05/15/2025,9076.38
190,4436,2025-09-19,4604.55
191,5376,14-02-2025,4306.16
192,4417,28-09-2025,1052.8
193,,01-12-2024,9299.44
194,6000,2025-07-10,1974.51
195, 6824 ,04/14/2025,4964.73
196, 4942 ,2025-11-04,4627.44
197,7998, 19-05-2025 ,9436.09
198, 9352 ,12/10/2024,4510.52
199,5698,18-01-2025,3837.16
200,8480, 2025-11-25 ,N/A
201,5615,2025-07-23,9387.22
202,4437,03/29/2025,3192.72
203,6908,09/25/2025,986.45
204,4249,25-08-2025,500.96
205,4517,18-04-2025,9540.01
206,4516, 2025-08-31 ,4167.79
207,1618,02/14/2025,5196.32
208,9530,01/13/2025,9961.83
209,6657,12-02-2025,5654.46
210,1160,2025-07-31,7661.96
211,4203, 12/04/2024 ,2335.06
212,7559,2025-08-11,2003.19
213,5060,2025-01-08,4739.41
214,8255,11/19/2025,7126.97
215,3188,2025-02-19,4233.91
216,8939,27-04-2025,2941.04
,4659,2025-01-02,4376.67
218,9928,2025-08-01,7952.2
219,7556,13-10-2025,5927.02
220,1183, 2025-09-19 ,4599.9
221,6321,2025-05-01,4422.3
222,4665, 2025-01-24 ,7721.43
223,1634, 21-08-2025 ,6891.65
224,6978,2025-11-05,7315.36
225,4714,12-06-2025,9029.18
226,6069,13-02-2025,3201.94
227,2771,2025-01-20,5297.55
228,5857,10-10-2025,427.86
229,5770,2025-06-20,1807.73
230,3014,01/11/2025,4829.08
231,,2025-09-16,3928.36
232,1803, 08/30/2025 ,3605.97
233,,01/15/2025,9071.86
169,2667, 06/02/2025 ,3482.65
235,,2025-02-10,733.75
236,1664, 11-07-2025 ,5969.06
,3007,2025-03-20,5474.38
238,8333,2025-09-21,9956.16
239,6428,11/03/2025,8427.84
240,9784,10/03/2025,4910.75
241,2289, 10-02-2025 ,1186.99
242,8271, 04/04/2025 ,4900.7
243,6554,2025-05-06,1653.89
244,6927,26-11-2025,3851.27
88, 1163 ,16-07-2025,662.84
88, 1163 ,16-07-2025,662.84
247,6339,05/21/2025,8619.56
248, 3770 ,25-09-2025,8162.14
249,6835,18-05-2025,5542.56
250,8587,06/12/2025,5198.71
251,7097,14-01-2025,2146.6
252,3342,16-08-2025,8996.36
253,1541,2025-03-06,9514.69
254,5803,06/05/2025,5128.04
255,2464,2025-08-30,803.5
256,8405,13-11-2025,5349.41
257,9369,08/30/2025,9426.15
258,1856,2025-08-20,7266.04
259,4431,2025-08-09,3370.41
260,3072,2025-08-31,351.79
261, 3333 ,11-09-2025,9237.73
262,7309,12-02-2025,9563.1
263, 6941 , 09-11-2025 ,9281.51
264,5108,2025-08-29,N/A
265,4332,27-03-2025,9526.71
266,1754, 29-12-2024 ,4134.74
75,9448,12-08-2025,5819.48
268,3971, 2025-01-12 ,N/A
269,4376,05/23/2025,856.05
270,9206,04/04/2025,2408.24
271,2850,06-02-2025,4380.84
272,8778,20-12-2024,7829.09
273,3140,05-01-2025,4997.39
274,5604,2025-08-07,N/A
275, 2957 ,12/14/2024,8046.83
276,,2025-02-08,9951.2
277,1310, 05/13/2025 ,1351.44
278, 7468 ,29-07-2025,7903.8
279,2093,02/10/2025,759.84
280,1761,02/23/2025,6657.59
281,2649,01-12-2024,880.64
282,8570,01/31/2025,602.03
283,3054,17-04-2025,9300.46
284,6261,03/20/2025,7776.69
285,9100,2025-08-03,6469.62
286,9075,30-06-2025,6280.36
287,4299,2025-09-28,6636.78
288,9650,26-01-2025,2844.05
289,6676,2025-08-16,9451.69
290, 2649 , 26-11-2025 ,1710.07
,6266,28-02-2025,93.64
292,2283,03/06/2025,6455.66
137,7152,06/14/2025,7505.32
294,7705,22-11-2025,1761.56
295,,26-09-2025,6772.83
296,2756,24-06-2025,N/A
297,5852, 2025-07-18 ,N/A
298,6991,2025-04-24,5669.92
299,6210, 20-11-2025 ,1847.7
,5619,2025-11-16,1809.09
301,9531,2025-11-23,8948.95
302,6591,2025-03-07,3929.64
303,7540,2025-06-08,1077.46
304,1290,11/23/2025,2242.71
305,2399,04/22/2025,2157.31
137,7152,06/14/2025,7505.32
307,6592,17-09-2025,8215.06
308,2237,03/03/2025,1704.87
309,3002,2025-09-25,9083.15
310,8208,24-03-2025,4750.19
311,1010,2025-04-04,615.25
312,9967,11/23/2025,8999.05
313,3702,05/18/2025,1632.38
314,7597,09/14/2025,9824.14
315,7989,2025-09-09,2535.11
316,1354,07-04-2025,1631.22
317,8764,11/19/2025,7376.72
318,6019,2025-04-07,2592.51
319,6655,05/17/2025,N/A
320,,08/03/2025,8276.82
321,6682,11/07/2025,4649.9
322,1535,09/25/2025,4872.39
323,7926,12/27/2024,7847.04
324,2744,06/03/2025,134.33
325,5211, 19-10-2025 ,2662.16
326,6823,08/06/2025,6697.76
327,2585,07-02-2025,2744.75
328,7168,07/18/2025,5650.91
329,1660,04/20/2025,9339.53
330, 8921 ,01/17/2025,9030.07
331,3648,2025-04-11,4140.71
332,4787,15-01-2025,554.54
333,2743,2025-04-23,8649.9
334,8286,10/16/2025,8060.81
335,6797,2024-12-24,705.94
336,7966,12/16/2024,9195.79
337,2132,05/06/2025,1504.25
338,,2025-08-23,2933.8
339,2031,13-05-2025,4032.7
340,1626,06/30/2025,7202.29
341, 8218 ,08/10/2025,3203.24
342,4567,11/27/2025,6751.08
343,8949,08/20/2025,3650.14
344,,04/08/2025,6772.77
345,6972,17-02-2025,3105.62
346,3099,11-06-2025,376.63
113,8845,2025-04-01,5705.3
36,4837,12/31/2024,3125.38
349,8754,2025-05-11,6612.95
350,6291,17-01-2025,5479.33
351,5734,31-03-2025,5437.1
,2704,11/13/2025,9547.25
353,2440,01/05/2025,4229.25
354,5121,11/04/2025,6952.83
355,9336,2025-10-06,7583.0
194,6000,2025-07-10,1974.51
357,2907,08/26/2025,3697.11
358,5409,09/11/2025,6390.32
359, 9052 , 2024-12-07 ,1807.38
360,4448,31-01-2025,1829.7
361,7673,10/23/2025,5930.86
362,8194,29-10-2025,1960.78
363,4286,19-02-2025,417.24
,6566,01-03-2025,2232.35
365,6199,05/02/2025,4048.88
366,9743,07/10/2025,3928.16
367,3118, 09-02-2025 ,8987.83
368,2538,10/20/2025,7934.79
369,8733,04-09-2025,6805.93
370,6957,29-03-2025,1855.6
371,,2025-11-26,4473.04
,5507,2025-09-16,6523.77
373,4372,2025-01-28,2924.52
374,2322,08-04-2025,186.75
93,7038,09/07/2025,4628.93
376, 9651 ,26-03-2025,5484.7
377,5360,2025-02-28,610.85
378,5498,04-10-2025,7586.84
379,2682, 2025-10-05 ,9168.15
380,4988,04/15/2025,8731.71
381,8008,2025-03-18,3151.72
382, 8200 ,2024-11-30,7730.29
383,1215,2025-04-07,5010.36
384,5154,07-10-2025,2449.08
303,7540,2025-06-08,1077.46
386,8668,01-05-2025,2947.92
387,1181,03-10-2025,N/A
388,4357,03/26/2025,2255.73
389,2066,2025-03-21,4380.2
,4469,12/01/2024,263.09
391,4643,23-07-2025,9809.1
392,3626,09/08/2025,2312.71
393,2615,09/25/2025,1480.15
394,8446,07-02-2025,N/A
395,6385,23-09-2025,2556.8
396,6392,22-04-2025,9107.04
397,1344,04/28/2025,2873.04
398,1639,04/28/2025,1013.08
399,4011,04-06-2025,4584.87
400,6744,2025-01-19,3652.26
401,9230,2025-09-23,695.11
402,2797,2025-06-29,9096.19
403,6052, 2025-06-14 ,8181.19
404,8742,14-01-2025,5331.62
405,7003,05/10/2025,311.4
406,2064,22-01-2025,5323.99
407,8956,15-03-2025,4465.22
408,6002,03/14/2025,7740.95
409,8852,13-08-2025,6611.15
410,7335,04/20/2025,9223.19
411,6830,03/22/2025,965.78
412,1254,04/25/2025,1212.43
413,2859,2025-04-07,9015.28
414,,2025-04-16,3121.89
240,9784,10/03/2025,4910.75
416,5319,15-11-2025,491.77
417,2308,2025-01-12,6143.97
418,2046,2025-03-26,1889.88
419,1932,09-11-2025,7775.28
420, 8830 ,03/02/2025,4904.68
421,2635,2025-01-28,9944.08
422,3626,03-09-2025,2406.0
423,5275,19-04-2025,9876.13
424,7349,2025-04-04,2944.42
425,5084,15-10-2025,9278.69
426,3422,02/16/2025,1283.25
427,6351,07/31/2025,1076.71
428,1925,31-01-2025,970.08
429,2535,2025-11-04,8190.22
430,2243,25-07-2025,7519.05
431,7770,08/31/2025,8324.66
432,6744, 11/22/2025 ,68.94
433,6399,02-05-2025,4733.9
434, 5416 , 2025-04-29 ,1448.47
435,8945,2025-01-02,7334.09
436,9128,12/22/2024,2459.3
437,2391,2025-02-15,753.08
438,2913,10/21/2025,N/A
439,5818,03/04/2025,1105.61
440,1832,22-04-2025,5555.03
441,9405,16-09-2025,1057.45
442,6271, 06-08-2025 ,3005.01
443,8152,2025-02-22,7752.16
444,1663,02/07/2025,N/A
445,7109,19-09-2025,1383.11
446,7191,2025-09-25,8488.33
447,3367,2025-02-22,8460.46
448,4644,20-08-2025,8981.17
449,3901,16-01-2025,2646.11
450,2096,02/23/2025,8352.78
451,7961,2025-11-12,4887.05
452,2189,07/31/2025,1973.84
453,9378,2025-05-23,3250.45
454,2596,2025-04-16,2299.4
455,8831, 2025-01-10 ,1434.13
,2210,12-09-2025,2544.32
457,3987,24-02-2025,5597.39
458,6735,2024-12-28,9514.74
459,9072,11/28/2025,3072.59
,1859, 03/19/2025 ,454.43
461, 4054 ,2025-11-20,6934.48
462,3145,03/30/2025,3679.77
463,3016,08-05-2025,8500.89
464,1335,2025-03-11,4693.9
,6104,2025-05-14,8534.81
466,1415,2025-06-28,9505.79
467,6723,2025-11-12,801.84
468,7345,09/16/2025,7641.83
469,2723,12/17/2024,5751.11
470, 4140 ,12-04-2025,6222.01
471,3881,06/28/2025,4461.21
472,3677,08/04/2025,6004.24
473,5340,12-02-2025,543.73
474,6354,2025-07-03,4978.6
475, 5749 ,21-12-2024,2549.14
476,9347,2025-08-06,6839.94
,5274,2025-04-28,N/A
478,6555,2025-09-17,1446.31
100,8822, 03/03/2025 ,6096.15
480,8033,10/17/2025,2239.52
481,4500,04/10/2025,9884.38
482,9909, 06-02-2025 ,4976.97
483,6763,05-10-2025,3797.49
484,3676,22-01-2025,2639.76
485, 2110 ,2025-06-25,7122.31
486,2759,04/18/2025,1781.99
487,1799,15-10-2025,5525.84
488,2706,19-04-2025,7816.07
489,1912, 01-10-2025 ,1481.11
490,2435,2025-10-14,1759.61
491,1353,2025-11-21,6859.7
492,2489,04-06-2025,3983.95
493,2401,2025-02-16,3125.15
494,4232,09/10/2025,2035.27
495,4947,13-05-2025,6984.18
496,5511,2025-07-19,3112.44
497,6558,08/16/2025,6547.74
498, 8821 ,2025-03-07,3762.59
499,8790,2025-05-07,835.32
500,4672,14-12-2024,7276.82
501,9819,2025-02-12,4804.42
502,8015,11/18/2025,228.75
503,6489, 03/06/2025 ,2402.02
504,5717,11/08/2025,1860.6
505,9723,03/02/2025,5966.75
506,8284,29-12-2024,3355.59
507,3913,12/06/2024,3984.81
508,8144,2025-02-25,5747.82
509,5333,01-06-2025,943.97
,6374,2025-10-06,4380.01
511,3852,04/27/2025,9505.17
512,1725,02/02/2025,4435.17
513,8863,12-08-2025,6852.12
514,1784,08/19/2025,6568.59
515,5465,06/16/2025,8463.63
516, 2776 ,2025-04-07,1614.24
382, 8200 ,2024-11-30,7730.29
518,,18-02-2025,939.96
519, 5010 ,2025-08-15,1649.83
520,3904,2025-10-22,1187.42
521,8063,2025-06-30,1132.57
522,7246,10/27/2025,5498.86
523, 8700 ,24-05-2025,9965.09
524,5624,08/29/2025,4537.46
525,8662,2025-03-06,6846.75
526,2684,03/27/2025,2700.94
527,6601,09/07/2025,9269.02
449,3901,16-01-2025,2646.11
529,, 07/29/2025 ,8193.38
530,3917,26-10-2025,2761.16
531,1636,31-10-2025,2109.07
532,5747,2025-04-09,6914.65
533,4790,06/17/2025,7683.43
534,4120, 2024-12-27 ,2949.06
535,9182,31-08-2025,1234.77
536,5223, 03/15/2025 ,4775.47
537,3323,04/01/2025,9282.21
538,4055,09/19/2025,2757.22
539,1427,2025-01-18,1980.45
540,8299,2025-07-23,7335.37
541,,01/18/2025,3776.66
542,5555,25-12-2024,9081.67
543,5134,03/03/2025,1645.02
544,4963,2025-04-30,4369.93
545,6365,24-07-2025,3736.11
546,7388,04/09/2025,4183.65
547,5873,11/11/2025,167.25
548,8105, 17-12-2024 ,564.46
549,2138,2025-01-29,430.31
550,7890,11/16/2025,1239.63
551,,05-08-2025,3253.37
552, 7843 , 09-09-2025 ,9512.12
64,4405,2025-01-07,8887.87
554, 5489 ,2025-10-19,3265.81
555,8930,04-12-2024,4078.64
556,1166,2025-07-02,3723.63
557,6971,09-05-2025,4156.38
60,3172,2025-04-14,2315.68
559,4021,05-06-2025,390.55
560,4333,2025-05-08,4946.87
561,6533, 13-06-2025 ,1084.79
562,8986,05/31/2025,3045.41
563,4975,01/04/2025,7544.6
564,7792,01/23/2025,1023.9
565,5565,11/17/2025,4294.09
566,9787,14-08-2025,7088.92
567,3302,2025-11-22,5779.35
, 4389 ,2025-01-28,1529.08
569,3764,09/18/2025,1967.0
570,1185,10-03-2025,836.62
571,4763,26-06-2025,174.32
572,1631,05/22/2025,6656.62
27,9911,28-11-2024,8577.16
350,6291,17-01-2025,5479.33
575,1915, 03/15/2025 ,2199.08
576,1107, 07-05-2025 ,7237.08
577,3714,10/28/2025,9192.06
578, 3474 ,10-12-2024,3602.61
579,9417,11/18/2025,1422.5
580,8849,2025-03-12,9547.65
581,8357,2025-03-22,5518.86
,9482,03/01/2025,9859.7
583,2505,03/02/2025,2894.27
584,2741,17-07-2025,3627.5
585,9855,06/04/2025,N/A
586,9142,2025-02-19,1000.9
526,2684,03/27/2025,2700.94
588,8544,22-05-2025,9174.86
589,5012,08/16/2025,7021.16
590,3639,06/01/2025,1474.22
591,2691,11/19/2025,4610.57
592,4769,09/19/2025,5730.77
593,8735,06/02/2025,4471.6
594,,05/29/2025,2229.92
595,8866, 10-07-2025 ,9968.37
,5831,08/10/2025,6070.98
597, 4446 , 05/13/2025 ,8746.2
598,3278,02/19/2025,6007.19
599,5980,12/04/2024,2637.05
600,6986,2025-03-24,7024.11
601,9396,08/29/2025,5715.49
602,3435,26-02-2025,2163.95
603,8243,06-11-2025,9302.41
604,6518,01/01/2025,6492.34
605,6381,12/10/2024,4640.28
606, 2623 ,10/14/2025,5900.29
607,3587, 06/03/2025 ,8341.51
608,5661,13-06-2025,6220.73
609,6059,05/16/2025,91.58
610,4496,22-06-2025,3595.5
611,2897,02/18/2025,2917.53
612,3078,2025-07-17,6658.24
613,9123,08/21/2025,894.84
614,2722, 11/04/2025 ,6914.74
615,9441,05-02-2025,5090.58
616,,29-05-2025,159.96
566,9787,14-08-2025,7088.92
618,1630,10/27/2025,1086.17
619,9344,2025-03-09,1618.56
620,6266,2025-10-12,N/A
621,8595,2024-12-02,2379.6
622,2984,2025-05-07,N/A
623,8219,2025-11-08,1404.12
624,5753,2025-08-26,7320.72
625,5508,04/28/2025,9705.91
626,1233,09-02-2025,N/A
627,5496,05/17/2025,7667.01
628,2749,09/27/2025,2674.43
629,3601,08-08-2025,2955.89
630,8498,05/28/2025,9127.95
631,5305, 04/20/2025 ,8464.81
632,9796, 10/07/2025 ,6585.25
633,6919,2025-10-16,174.55
634,9856,24-01-2025,222.33
635,8517,2025-06-23,4693.3
636,1055,03/20/2025,6689.66
637,3460,21-02-2025,3997.38
638,4209,22-04-2025,N/A
639, 8667 ,2025-08-27,N/A
640,7062, 25-02-2025 ,6102.95
641,3734,07/25/2025,4311.5
642,2095,05-06-2025,5490.81
643,5711,2025-02-21,6992.43
644, 9752 ,2025-11-23,403.83
57,5670,03/22/2025,7339.26
646, 3473 ,27-04-2025,4796.88
647,4689,2025-06-06,7753.89
648,4409,2025-07-02,N/A
649,9117,08/24/2025,N/A
650,1129,10/17/2025,6264.18
651,4183, 28-10-2025 ,7239.09
652, 5235 ,03/31/2025,8233.91
653,7686,06/17/2025,8271.32
654,8816,03/23/2025,4162.08
655,8909,09/26/2025,1752.88
656,5808,06/03/2025,N/A
657,1714,04/15/2025,6535.58
658,5091,03-01-2025,7182.54
410,7335,04/20/2025,9223.19
660,6342,05/26/2025,5922.02
661, 6180 ,12/24/2024,453.48
662,3194,05/10/2025,N/A
663,4086,2025-01-08,7694.08
664,3220,09/07/2025,6153.54
665,8260,07/23/2025,593.4
666,4737,11/13/2025,9995.59
667,1579,02/26/2025,3047.51
668,8096,20-12-2024,363.57
669,4997,05/11/2025,2628.17
670,4833,2025-10-29,N/A
671,6226, 21-05-2025 ,2833.15
672,7627,11/01/2025,2739.47
673,9560,04/17/2025,8791.59
674,2729,2025-02-08,4179.95
675,5581,02/07/2025,8367.63
676,2473,11/17/2025,7204.65
677,8041,2025-04-18,5015.19
678,6202,08/22/2025,942.43
679,1145,03/24/2025,8057.05
680,6020,05/31/2025,8099.18
681,4775,01-01-2025,3636.75
682,5716,12/20/2024,8529.59
683,5840,2025-04-06,2156.27
684,7931,2025-04-29,6515.62
685,1629, 2025-06-19 ,9126.93
686,8402, 12/20/2024 ,2682.87
687, 2670 ,03/31/2025,165.29
688,4963,07/23/2025,7528.69
689,2379,2025-09-24,5008.66
690,4282,2024-12-10,5723.11
595,8866, 10-07-2025 ,9968.37
692,2451,10/21/2025,8911.84
693,5307,06/05/2025,239.21
694,8693,2025-08-06,1482.18
695,4621,2025-04-04,364.65
696, 6881 ,2025-10-25,8293.67
697,2369,2025-03-31,3852.49
698,7743,24-11-2025,5837.74
699,5584,2025-01-12,2884.8
700, 9539 ,13-05-2025,2547.72
701,4639,09/17/2025,3095.75
702,8519,01-12-2024,6601.13
703,3152,2025-08-03,3811.01
704,6762,05/05/2025,825.21
705,2861,09/20/2025,3804.18
706,6922,24-02-2025,3802.59
707,9307,02/03/2025,1661.69
708,2540,04/15/2025,360.32
709,1817,2025-05-25,6079.4
710,9513,09/30/2025,5066.99
711,8515,2025-02-19,7130.26
712,8164,2025-11-23,2366.38
713, 9909 ,2025-08-11,N/A
714,,08/06/2025,9137.71
715,8744,10/25/2025,7753.72
304,1290,11/23/2025,2242.71
321,6682,11/07/2025,4649.9
718,6169,05-12-2024,3137.13
719,2323,25-05-2025,783.27
,1461, 02/08/2025 ,2441.07
721,9355, 27-10-2025 ,5970.94
722, 3723 ,2025-09-28,5825.37
723,4657,12/23/2024,208.1
724,1111,2025-01-10,4508.54
725,2222,07/31/2025,4452.45
726,7611,06-12-2024,8849.1
727, 4781 ,25-03-2025,9912.5
728,9107,09/15/2025,6092.79
729,5110, 08-05-2025 ,6360.27
730,3138,09-12-2024,N/A
731,3520,2025-05-06,2554.94
732,,27-10-2025,8585.99
733, 8225 ,2025-01-14,9737.45
734,6716,09/20/2025,1768.52
735,3055,2025-05-29,5580.88
736,6344,20-04-2025,3595.48
737, 9576 ,07-02-2025,1759.97
738,8309,11-12-2024,4828.08
739, 7981 ,03-01-2025,7625.1
740,6922,27-01-2025,1536.88
,9820,12/15/2024,1738.6
742,6908,2025-11-19,1784.69
743,3364,18-02-2025,8390.15
744, 8205 ,2025-04-22,N/A
745,5760,2025-11-10,4909.69
746,5090,26-08-2025,3744.59
747,6802,12/15/2024,4568.57
748,3203,04/19/2025,8820.75
749,9926,06/28/2025,5721.03
750,1492,09/20/2025,2128.31
751,3117,01/21/2025,7655.54
752,3804, 04/13/2025 ,8302.19
753,5319,2024-12-20,9925.17
365,6199,05/02/2025,4048.88
755,9333,2025-08-18,3640.18
756,7496,2025-01-19,5345.64
757,,01-02-2025,131.92
758,7966,02/10/2025,9208.63
759,2666,10-05-2025,7900.0
760,4861,08/15/2025,2681.46
761,2622,2024-12-18,595.87
762,6889, 16-02-2025 ,4114.26
295,,26-09-2025,6772.83
764,4901,2025-07-16,4791.65
765,9795,10/10/2025,9640.84
766, 4777 ,01-02-2025,2960.44
767,9927,06/10/2025,7409.05
494,4232,09/10/2025,2035.27
236,1664, 11-07-2025 ,5969.06
770,8133,29-08-2025,3272.87
629,3601,08-08-2025,2955.89
772,3692,2025-07-17,7284.42
773,8597,02/09/2025,7496.55
774,3156,01-08-2025,1126.43
775,8824,08/06/2025,7094.81
776,6060,2025-09-05,3082.57
777,7597,03/06/2025,8631.14
778,4919,05/24/2025,3967.3
779,7108, 2024-12-21 ,751.42
780,7680,2025-03-20,3642.36
781,7759,2025-08-15,6413.99
782,8169,12/10/2024,5156.32
783,6031,2025-03-14,6913.4
784,2106,2025-09-23,1424.75
28,3531,09/16/2025,3445.72
786,4782,02/10/2025,N/A
787,8446,03-05-2025,1837.02
788, 9449 ,30-04-2025,7525.24
789, 8434 ,07/05/2025,5826.86
790,7323,2024-12-15,9506.3
791,3137,05/18/2025,6974.51
792,2815, 05-04-2025 ,6849.84
793,6275, 2025-06-11 ,N/A
794,5769, 23-01-2025 ,6476.01
795,2522,16-11-2025,6449.94
796,9412,2025-09-01,1090.43
797, 2562 ,2025-05-28,4053.11
798,3972,2025-04-30,8345.83
799,9827,2025-02-16,3222.98
800, 9802 , 20-09-2025 ,2196.99
801,4642,06/12/2025,523.94
802,1617,06/13/2025,9286.43
503,6489, 03/06/2025 ,2402.02
804,1653,02-07-2025,3612.47
805,3105,06/24/2025,8966.27
